scene,comparison,frame_id,iteration,stage,input_token_drift,stage_drift
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2011,1,adaln_input,4.581825479911869,14.409567510330046
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2045,1,adaln_input,4.43587477592453,13.773443649953805
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2067,1,adaln_input,4.365280915926135,13.542178817284784
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2101,1,adaln_input,4.2950725307382704,13.032692252548154
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2123,1,adaln_input,4.070474660372761,12.195720129249985
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2157,1,adaln_input,4.170845626476367,12.471438414926563
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2179,1,adaln_input,4.175681759836144,12.431812481728333
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2212,1,adaln_input,4.430516134377483,13.446402927920118
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2235,1,adaln_input,4.734426816418713,14.774035587918027
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2268,1,adaln_input,4.737939216723519,14.59392791199075
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2291,1,adaln_input,4.42779991209863,13.54331415210549
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2324,1,adaln_input,4.355766262065786,13.053427121175416
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2347,1,adaln_input,4.145563054332278,12.393666187161918
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2380,1,adaln_input,4.5739041115145005,13.803891601746649
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2402,1,adaln_input,4.36454624248453,13.067910270823974
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2436,1,adaln_input,4.621294739856839,13.804266502737324
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2458,1,adaln_input,4.691653439373699,13.914534838902503
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2492,1,adaln_input,4.681669482758976,13.853006389910524
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2514,1,adaln_input,4.935847837303206,14.574425348616815
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2548,1,adaln_input,4.676483455865573,13.973671858285698
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2570,1,adaln_input,4.965534187048529,15.246054635754376
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2604,1,adaln_input,4.883907998141455,14.768351884666732
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2626,1,adaln_input,4.973319045456932,15.04402493850282
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2659,1,adaln_input,5.778413652014705,18.211527277277444
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2682,1,adaln_input,7.178503558125352,24.985806100775374
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2715,1,adaln_input,6.400254901610161,20.681038509656773
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2738,1,adaln_input,6.364728341304841,20.185651876967384
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2771,1,adaln_input,6.443871355979735,21.46040172080482
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2794,1,adaln_input,11.42093243147268,43.91089187574123
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2827,1,adaln_input,11.103058572086505,41.60836105195655
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2849,1,adaln_input,11.87732324364333,44.14783079823009
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2883,1,adaln_input,7.141424524276337,24.679962202536768
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2905,1,adaln_input,7.636855399777801,26.755503332319435
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2939,1,adaln_input,7.369894506199366,25.286435166444274
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2961,1,adaln_input,7.8789543571583245,27.244880591534145
scene0000_00,H200(Z200)_vs_H200(Z500_shared),2995,1,adaln_input,7.110773543306473,24.80999038266601
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3017,1,adaln_input,6.1873672876870645,20.15258244705451
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3051,1,adaln_input,4.939645854568778,15.699774061308164
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3073,1,adaln_input,4.854622624122226,15.204539706600823
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3107,1,adaln_input,5.348643421293882,16.035818323518924
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3129,1,adaln_input,5.979666406947529,18.77810806420328
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3162,1,adaln_input,7.904742135637335,26.19927544172488
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3185,1,adaln_input,7.680247013069008,25.11632314951517
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3218,1,adaln_input,5.329420523876554,16.611380752694853
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3241,1,adaln_input,5.306063807433916,16.477265977047356
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3274,1,adaln_input,4.280975719076226,13.102749178220973
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3297,1,adaln_input,4.021867914081373,12.275965970295898
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3330,1,adaln_input,4.15061024361931,12.49194573429883
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3352,1,adaln_input,4.063138999823811,12.366661805184492
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3386,1,adaln_input,4.087414501772015,12.379693259130843
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3408,1,adaln_input,4.252856312656778,13.071262960947367
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3442,1,adaln_input,4.763239344357203,15.131376166607618
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3464,1,adaln_input,4.67706434801999,14.9426059264811
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3498,1,adaln_input,6.094099693292443,19.419884495891697
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3520,1,adaln_input,6.042328649612864,19.702008075719
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3554,1,adaln_input,6.496123937477995,20.6883216205109
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3576,1,adaln_input,6.49727620670834,20.216956080888256
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3609,1,adaln_input,7.747408600684901,23.630277624892866
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3632,1,adaln_input,8.691915979547234,28.228797922548306
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3665,1,adaln_input,9.364050694345556,31.390896543787683
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3688,1,adaln_input,8.694812513865342,29.259698108561413
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3721,1,adaln_input,7.861986572833007,25.650938408315838
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3755,1,adaln_input,7.724243182407603,25.458663588426433
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3777,1,adaln_input,8.640460802702334,29.43392109113434
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3811,1,adaln_input,9.68341206766108,37.01060086547067
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3833,1,adaln_input,10.800412918509245,43.02342954531297
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3867,1,adaln_input,7.106449596486701,23.047926922957373
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3889,1,adaln_input,8.72778783371422,29.881581116954994
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3922,1,adaln_input,11.868612831450955,41.952451384028485
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3945,1,adaln_input,12.581301656234478,46.328606035451415
scene0000_00,H200(Z200)_vs_H200(Z500_shared),3978,1,adaln_input,12.126586558239032,44.46813303998388
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4001,1,adaln_input,12.242081661926136,45.88773478269563
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4034,1,adaln_input,12.223312485131354,45.02124980100244
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4057,1,adaln_input,7.071635013084972,23.95454640453238
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4090,1,adaln_input,6.804657873464311,22.372078106391918
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4112,1,adaln_input,6.148025113528911,19.32613571262891
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4146,1,adaln_input,7.135867186931456,22.811522266525643
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4168,1,adaln_input,8.486154673881478,28.976345697135304
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4202,1,adaln_input,8.860817827714504,31.819281633615773
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4224,1,adaln_input,10.041435908433991,36.766450388473906
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4258,1,adaln_input,11.349252451418327,41.610140504662844
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4280,1,adaln_input,10.024929885752258,33.490363127380704
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4314,1,adaln_input,10.90259523462264,37.021367803625196
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4336,1,adaln_input,11.242487385837274,38.61994824175063
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4369,1,adaln_input,10.806514448305295,36.64590821835237
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4392,1,adaln_input,10.552925990779425,35.88253995108954
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4425,1,adaln_input,10.783081486316282,36.633541373786194
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4448,1,adaln_input,10.895558536518948,37.54568419354575
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4481,1,adaln_input,12.08688983708622,46.09396520612011
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4504,1,adaln_input,12.139332699479654,45.99473723436869
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4537,1,adaln_input,11.882783647100045,40.2727908896942
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4559,1,adaln_input,10.03281621601311,32.70201981560037
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4593,1,adaln_input,10.332747985881586,33.577640651925385
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4615,1,adaln_input,10.706190498098849,35.09316197132932
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4649,1,adaln_input,10.605970909653042,33.963288117372166
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4671,1,adaln_input,10.521104438461034,33.204213602671715
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4705,1,adaln_input,9.079707502401519,31.051945330446866
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4727,1,adaln_input,10.47867130193932,40.24373288898396
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4761,1,adaln_input,11.108658597811974,42.50476867202841
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4783,1,adaln_input,9.878219260777117,38.74539450376536
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4817,1,adaln_input,9.70446327488992,32.998239031069744
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4839,1,adaln_input,11.091998670533027,34.76431203296777
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4872,1,adaln_input,12.83328345991276,49.71061617223054
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4895,1,adaln_input,12.052345621949573,46.49855097410883
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4928,1,adaln_input,9.027939289290757,32.98414633454901
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4951,1,adaln_input,9.920194145064542,36.91527703138026
scene0000_00,H200(Z200)_vs_H200(Z500_shared),4984,1,adaln_input,9.192102324808559,34.02555976806823
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5007,1,adaln_input,7.642819158452626,26.54797552596879
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5040,1,adaln_input,8.434826106570105,29.632003682567145
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5062,1,adaln_input,9.666283448985423,34.44227708855453
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5096,1,adaln_input,6.556992292689738,22.167887124089916
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5118,1,adaln_input,6.010399382437111,20.05141506627289
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5152,1,adaln_input,6.649004757342327,22.294246892133796
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5174,1,adaln_input,5.281641891043717,17.060360472823437
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5208,1,adaln_input,5.679306411333051,18.601710548085943
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5230,1,adaln_input,5.553735605704742,18.189409334687753
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5264,1,adaln_input,5.091171464754031,15.865938230998424
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5286,1,adaln_input,5.167622499675413,16.103557948823855
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5319,1,adaln_input,4.64303304331455,14.595323148703452
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5342,1,adaln_input,4.631098998669918,14.570987541230984
