scene,frame_id,sequence_index,window_index,window_start,window_stop,boundary_distance,global_local_token_cosine,global_local_pose_translation,global_local_pose_rotation_deg
scene0000_00,1877,168,2,100,200,31,0.3813808362536655,0.3681283311150861,165.05818716794363
scene0000_00,1888,169,2,100,200,30,0.5284274682361791,0.4718718617396531,169.1028594177815
scene0000_00,1899,170,2,100,200,29,0.5798398923877802,0.5374056219626573,167.01122325305369
scene0000_00,1911,171,2,100,200,28,0.6311324884006657,0.7055509857170895,166.36437596961792
scene0000_00,1922,172,2,100,200,27,0.6443732300564976,0.7763686888603587,166.9176170259471
scene0000_00,1933,173,2,100,200,26,0.6523825000949719,0.7296399653532504,166.79657939247534
scene0000_00,1944,174,2,100,200,25,0.6509494233249983,0.6866736331265093,166.3137547154854
scene0000_00,1955,175,2,100,200,24,0.6442032346243527,0.7000391319513164,167.0981166312987
scene0000_00,1967,176,2,100,200,23,0.6524988555417794,0.6748852591031831,167.50592399354483
scene0000_00,1978,177,2,100,200,22,0.6604510480247957,0.7236497670062584,167.0451745108834
scene0000_00,1989,178,2,100,200,21,0.6655535203854885,0.7327826341764253,166.84111346949027
scene0000_00,2000,179,2,100,200,20,0.6608151430064484,0.7170685403874355,166.53015971474534
scene0000_00,2011,180,2,100,200,19,0.6644893745521618,0.7056318701276972,166.78578512489005
scene0000_00,2022,181,2,100,200,18,0.6395257962444507,0.6262071164081616,166.46964643435288
scene0000_00,2034,182,2,100,200,17,0.6452765091224464,0.5369927879632918,166.83927727914704
scene0000_00,2045,183,2,100,200,16,0.4707802934004639,0.47784760933898657,166.0690233609979
scene0000_00,2056,184,2,100,200,15,0.4582879333251286,0.46222443750304054,166.58753280725702
scene0000_00,2067,185,2,100,200,14,0.42803908980074756,0.4275145061634586,166.3917205251965
scene0000_00,2078,186,2,100,200,13,0.4115377277052197,0.3914759157243605,166.60378938841265
scene0000_00,2089,187,2,100,200,12,0.40375340751288824,0.3615206954109819,166.67353753593898
scene0000_00,2101,188,2,100,200,11,0.4048734414864352,0.31285052260108764,167.3831327091745
scene0000_00,2112,189,2,100,200,10,0.37598835550559373,0.2781154192787548,166.94142571142604
scene0000_00,2123,190,2,100,200,9,0.3685570931743418,0.27118018415335937,167.4114889126977
scene0000_00,2134,191,2,100,200,8,0.359958266819417,0.25369372295629256,167.3303353873639
scene0000_00,2145,192,2,100,200,7,0.36571449201485606,0.18433499322718797,167.6902870143371
scene0000_00,2157,193,2,100,200,6,0.3640810162511051,0.14906662739821286,167.4085016853002
scene0000_00,2168,194,2,100,200,5,0.36433570351215794,0.11582918688629351,167.158113395427
scene0000_00,2179,195,2,100,200,4,0.36508425638469655,0.1090278724598397,166.61231284318796
scene0000_00,2190,196,2,100,200,3,0.3669322898744485,0.17562627755014543,166.99786299442187
scene0000_00,2201,197,2,100,200,2,0.37988862511706123,0.2460721605427009,167.2082085741372
scene0000_00,2212,198,2,100,200,1,0.38129603171760085,0.3011067282648257,166.97423936781647
scene0000_00,2224,199,2,100,200,0,0.4069584824863406,0.3630529809139294,167.18460850495268
scene0000_00,1676,150,3,150,250,0,0.5691473189525291,0.4245969889802079,111.82846581310676
scene0000_00,1687,151,3,150,250,1,0.48363374388847946,0.40882305568645316,115.85536544489824
scene0000_00,1698,152,3,150,250,2,0.4616226151769949,0.44450678875222843,116.89121152667192
scene0000_00,1709,153,3,150,250,3,0.4532018350131398,0.48435564817483845,116.27305717480725
