scene,frame_count_actual,pose_ate_rmse_aligned,pose_ate_mean_aligned,pose_ate_max_aligned,pose_are_mean_deg_aligned,pose_are_max_deg_aligned,pose_rpe_rot_mean_deg,pose_rpe_trans_mean_aligned,depth_absrel_raw,depth_rmse_raw,depth_absrel_aligned,depth_rmse_aligned,depth_delta1_aligned,depth_median_scale,pcd_gt_depth_gt_pose_chamfer_raw,pcd_gt_depth_pred_pose_chamfer_raw,pcd_pred_depth_gt_pose_chamfer_raw,pcd_pred_depth_pred_pose_chamfer_raw,pcd_native_world_points_chamfer_raw,pcd_gt_depth_gt_pose_chamfer_aligned,pcd_gt_depth_pred_pose_chamfer_aligned,pcd_pred_depth_gt_pose_chamfer_aligned,pcd_pred_depth_pred_pose_chamfer_aligned,pcd_native_world_points_chamfer_aligned
scene0029_01,100.0,0.0053330839946551505,0.005014406591384173,0.010143744702880817,7.933607144522661,8.282607867666385,0.11029176917035588,0.001313662293999405,0.12868927158415316,0.14671235278248787,0.01553490904159844,0.03976015966385603,0.9925873071600677,1.1461873936653137,0.34056112356407164,0.34761627830249053,0.43166300663485957,0.4319371663804642,0.43078404434668915,0.4443539528349732,0.4325890300344709,0.40392141275179594,0.4105165112224872,0.4100297491117889
scene0029_01,200.0,0.010857086842056668,0.010101311864196674,0.020151388910404824,9.507051569135552,10.01159924990278,0.10070268570848583,0.0015153283660021854,0.10960144344717264,0.1267520457878709,0.016570364963263272,0.03520384334027767,0.9950455497257272,1.1211345225572587,0.32588043888338886,0.3517033400962883,0.4173721416699232,0.4236809943171269,0.42670572980225846,0.42042531496052854,0.5579389154679757,0.38341032907674366,0.38885012165410815,0.3888539092761041
scene0029_01,300.0,0.013583178787694921,0.012835965040208812,0.02677148400162892,8.39416636107384,9.54823244851016,0.13296803091296197,0.0015856101753320916,0.1230269672969977,0.1391110946983099,0.01599890299141407,0.03195158878962199,0.9957850124835007,1.1403352824846904,0.30270132581793846,0.33267996783400877,0.41239319226477716,0.4206672739836758,0.42367503881999563,0.4230843849617821,0.4331985714580867,0.38860845518516896,0.4062596666512607,0.3957268969166372
scene0029_01,400.0,0.018764597014824604,0.017502302537606988,0.04939631512712833,2.692357888732331,3.6185725488853895,0.14529398870540472,0.0021241712701253173,0.11379982121288776,0.13101616755127907,0.012396819663699717,0.027039792849682272,0.9964949921171745,1.1276455575227737,0.2668101408414252,0.29496210281458707,0.3797322571036167,0.3891506409239992,0.389041084280154,0.43105282388637,0.5887713416463551,0.37244810865958644,0.39652773342623204,0.38992742846315054
scene0029_01,500.0,0.031720768088708676,0.027890358364842195,0.10664986290596276,5.526552609621498,7.149945259309734,0.19153973257544993,0.0029458302453654493,0.06449619800969958,0.07662879960425198,0.0110727725494653,0.02406843424215913,0.9970223343465368,1.06813900578022,0.24818928473470198,0.28068522576955063,0.3085324571275741,0.33044031807605523,0.32598154919488587,0.41233251151476025,0.3988544789292751,0.34635589885396423,0.3730428013475352,0.36555930379967194
scene0042_02,100.0,0.007505228961250564,0.006921253600360845,0.017741675591798747,7.400843673894759,7.798845033235018,0.10685181774097006,0.001548326837065197,0.4109865352511406,0.6994194829463959,0.01647181749343872,0.06894732456654311,0.9920016568046032,1.698522812128067,0.29210650579740866,0.33358185879355745,0.758299686799401,0.7357914464365904,0.7305114751612896,0.6297975292305832,0.6300982898037231,0.5425692894249701,0.5709272416655474,0.5793133304252637
scene0042_02,200.0,0.013092032021455568,0.011953372689147874,0.028482025432833097,4.938177289865766,5.441855398690164,0.12245891785567802,0.0020280141310510726,0.4275894045829773,0.763735648393631,0.018377127880230545,0.09762493507936597,0.9879736600075358,1.747383587360382,0.2649528232193058,0.3464786847728531,0.7742730107863104,0.7325257747429752,0.7290503421461798,0.7981882663375582,0.7863815221630077,0.483789496080007,0.4962525975128894,0.5112211397511179
scene0042_02,300.0,0.018006756618678108,0.017114692877619013,0.03440169668412574,4.510441953617065,5.314880924835264,0.1405905638665913,0.002146635760564577,0.442858022749424,0.7534977108240127,0.021693848442907136,0.10443869757155577,0.9842794237227895,1.7946180840333303,0.25063867133004514,0.36445089524714164,0.7429589932048359,0.7113264983930073,0.707789312855881,0.800881917700486,0.7890118913065234,0.5028481867339982,0.5145735648791245,0.4610719667310176
scene0042_02,400.0,0.025464427695422315,0.023016864564495466,0.06276074994367536,1.587597580035413,2.3369452598230085,0.15464032065103922,0.0026816635334139484,0.4792445537447929,0.839528381973505,0.020030647802632303,0.10242816762067378,0.9850143172233442,1.920222265124321,0.21804543661644304,0.3329875861154347,0.7714211617443333,0.7496168323196859,0.746901279892954,0.8258324685210809,0.7996890670919006,0.5065387512105867,0.5254503399637241,0.4568968120199639
scene0042_02,500.0,0.030621710698070122,0.027879861964354036,0.06106884332004708,2.2356057995144605,3.7628330239567154,0.17635980071490295,0.003359139774453324,0.49491195994615556,0.887051950097084,0.020366085266694426,0.09893588550388813,0.9860175558329312,1.9799171719551087,0.17132984830372114,0.29559424619595986,0.7882943834503693,0.7768002185391107,0.7736428857813533,0.7371924812212941,0.7166711736072322,0.41552696808482725,0.4644864190431395,0.5253953315056422
scene0056_00,100.0,0.03109894704969193,0.028978974295533935,0.05062397022082945,39.85537888286171,40.70354908628518,0.12091420940261911,0.004137224360599751,0.6482436394691468,1.784917106628418,0.03206298798322678,0.16335193172097207,0.980960904553232,2.789488651752472,0.49967534709638234,0.5042896958167166,1.0,1.0,0.9999994970493727,0.6052018325863999,0.5672691205035636,0.6439130572910339,0.6823493569597949,0.679915934624683
scene0056_00,200.0,0.08336171083117187,0.0770508463735258,0.13068609377978677,5.188651024861172,6.69461474957927,0.15999080709353697,0.004897759999794478,0.6777290374040603,1.9533795195817947,0.035712396204471586,0.21962580259889364,0.9741582663978989,3.0700458323955537,0.36389405405591363,0.4126216023323641,0.9993343748600783,1.0,1.0,0.5679731607566507,0.684205504908673,0.4677946200571384,0.5347049696660282,0.5744936568424638
scene0056_00,300.0,0.08036501795148107,0.07418864428899531,0.14541790246650368,12.841278538231718,15.008630845097413,0.1822860952632507,0.005456176652935082,0.6866091312964757,2.1507146191596984,0.04148724937190612,0.2674395754436652,0.9697394254831202,3.1588172856966654,0.2840610806320094,0.43450548776400755,0.9975833932952661,0.9999986230647537,0.9999993225511237,0.44031990524552844,0.42683250749843304,0.4389095555575316,0.48196818412162357,0.5040025665043948
scene0056_00,400.0,0.10512112652023518,0.10087847746472715,0.19506126807145413,11.93517221290081,14.958836937999564,0.241611071755874,0.007911929697820664,0.6766428546607495,2.1131994411349297,0.038808333955239506,0.2532293296977878,0.9745943235383776,3.079981359839439,0.25461674306865656,0.4861561668595691,0.9960788513492143,0.9999804870625265,0.9999944202359047,0.32032347636771674,0.34519619188181316,0.47223532717516836,0.42505890693980536,0.43082975470304363
scene0056_00,500.0,0.12175376079867782,0.11316219158426764,0.2697311704878153,14.831451014784179,21.59380730967424,0.3511573500267134,0.011249131588625061,0.6613753454685212,1.9919408993721008,0.04122762683406472,0.25356997203826903,0.9720191704074631,2.937599355697632,0.20051681527913678,0.5170166769756265,0.9953227325429411,0.9999266135008528,0.999982698621372,0.5142123815091453,0.5654261724419439,0.4980284581222828,0.3653194818596442,0.37142225812538676
