partition,scene,frame_count,window_count,global_translation_error_aligned_mean,independent_local_translation_error_aligned_mean,sequential_stitched_translation_error_aligned_mean,global_anchored_translation_error_aligned_mean,global_rotation_error_aligned_deg_mean,independent_local_rotation_error_aligned_deg_mean,sequential_stitched_rotation_error_aligned_deg_mean,global_anchored_rotation_error_aligned_deg_mean,sequential_scale_min,sequential_scale_max,sequential_minus_global_translation,global_anchored_minus_global_translation,sequential_minus_global_rotation_deg,global_anchored_minus_global_rotation_deg,translation_hybrid_translation_error_aligned_mean,translation_hybrid_rotation_error_aligned_deg_mean,translation_hybrid_minus_global_translation,translation_hybrid_minus_global_rotation_deg
holdout,scene0380_02,500,9,0.11273704056606462,0.04536949720681411,0.19945852654032598,0.11072444372390955,4.880541267858422,10.272223987483676,10.011696096408109,9.242105782503499,0.794775189210312,1.2630839726450898,0.08672148597426135,-0.0020125968421550733,5.131154828549687,4.361564514645077,0.11072444372390954,4.786247830313709,-0.002012596842155087,-0.09429343754471287
holdout,scene0395_00,500,9,0.12808391574204603,0.0912277280067184,0.22482602389958628,0.1293111830005048,2.668708068537977,9.401316935457551,10.239706547378457,4.451379937225461,0.6800136611472847,1.5436165141848681,0.09674210815754025,0.0012272672584587585,7.57099847884048,1.7826718686874838,0.12931118300050495,2.6865936265391674,0.001227267258458925,0.017885558001190294
holdout,scene0409_01,500,9,0.22959975516476466,0.0516760264933056,0.21061789525436278,0.18281310359671063,6.608255187279357,10.681429855188759,14.106983219368413,22.242818928658657,0.48094158664560055,1.1389386696247874,-0.018981859910401883,-0.04678665156805403,7.498728032089056,15.6345637413793,0.18281310359671069,6.88853390194261,-0.04678665156805398,0.28027871466325305
holdout,scene0421_02,500,9,0.04411011549383903,0.019415099556551227,0.061402293154729025,0.041876004795265445,3.8068734708305563,3.7767475966157016,7.689698651908755,4.525294719417968,0.5660819017769485,1.0272747882535558,0.017292177660889994,-0.0022341106985735854,3.882825181078199,0.7184212485874113,0.04187600479526544,3.937942726417932,-0.0022341106985735923,0.1310692555873758
holdout,scene0435_03,500,9,0.09011097665418932,0.036721532315737916,0.11353100505242406,0.08299710024881946,2.8367155436839298,3.749341593693133,7.093217792867362,3.8347021476479712,0.7333851990392757,1.3328900393954743,0.023420028398234732,-0.007113876405369868,4.256502249183432,0.9979866039640415,0.0829971002488195,2.7381192356941044,-0.007113876405369826,-0.09859630798982533
holdout,scene0451_01,500,9,0.054589217184737415,0.04416303482441634,0.32421875777532644,0.05386820571862589,1.5863433652880112,3.378676681279182,7.570640019579955,3.228482371902564,0.4497523071086465,0.8890828546918046,0.269629540590589,-0.0007210114661115249,5.984296654291944,1.6421390066145527,0.05386820571862584,1.6075605677730187,-0.0007210114661115735,0.02121720248500747
holdout,scene0466_01,500,9,0.20071892341286746,0.04184611198976211,0.15387896463460157,0.19090658602124172,7.934814396661228,8.882408862612646,7.331658743722952,12.234725671760112,0.7041281975595624,1.1607464704010375,-0.04683995877826588,-0.009812337391625736,-0.603155652938276,4.299911275098884,0.19090658602124172,7.9707838608728565,-0.009812337391625736,0.03596946421162883
holdout,scene0477_00,500,9,0.11899145608427514,0.06975057086054139,0.1777926373243698,0.11282751332151943,5.1050584041962415,4.353910111633881,11.736911379125694,4.979630643219041,0.9112556790539813,2.0143539454835535,0.058801181240094674,-0.006163942762755711,6.631852974929452,-0.12542776097720054,0.11282751332151937,4.852324094697278,-0.006163942762755767,-0.2527343094989636
holdout,scene0493_01,500,9,0.047334258708003514,0.0235314363370882,0.0915472372316226,0.044077560313106466,1.5933191837140255,5.113597119966645,5.161137887310727,4.0894414081969455,0.6086558409527858,0.9119391427283209,0.044212978523619086,-0.003256698394897048,3.5678187035967017,2.49612222448292,0.04407756031310636,1.6032227030530524,-0.003256698394897152,0.00990351933902689
holdout,scene0509_01,500,9,0.03956647083821645,0.014173136433049098,0.1000128364403828,0.03528001899797659,3.101570824897044,7.6334551162582915,18.08705013132457,6.464615766687524,0.669271081424735,0.8965367648360871,0.060446365602166346,-0.0042864518402398605,14.985479306427527,3.36304494179048,0.03528001899797659,3.373503352848275,-0.0042864518402398605,0.2719325279512308
holdout,scene0525_00,500,9,0.0760933921727533,0.04925633982250801,0.09699742369054866,0.07451226348163485,1.83221992730258,7.342510678428726,4.669335408757522,5.357326566325869,0.8016366622069274,1.0616686078747248,0.020904031517795366,-0.0015811286911184413,2.8371154814549424,3.5251066390232895,0.07451226348163487,1.8215631200523035,-0.0015811286911184275,-0.010656807250276623
holdout,scene0540_02,500,9,0.059864262476639514,0.026938955372979682,0.06352616611956509,0.05442860171034465,7.608478353201147,6.48183671640329,11.546335759693495,8.409890719304046,0.7690095897876611,1.2555173971519846,0.003661903642925575,-0.005435660766294863,3.9378574064923475,0.8014123661028991,0.054428601710344686,7.554861775236167,-0.005435660766294828,-0.05361657796498065
holdout,scene0555_00,500,9,0.1190025420125127,0.052461325909336935,0.3473735557795065,0.1118072517097265,4.761985476023982,4.255852995366262,14.462515126260824,5.537274237179723,0.6952975373850248,1.0485826798433042,0.2283710137669938,-0.007195290302786206,9.700529650236842,0.7752887611557409,0.1118072517097266,4.77608262795651,-0.007195290302786109,0.014097151932527474
holdout,scene0571_00,500,9,0.03820577187712581,0.029782585950906198,0.08915025468461536,0.04094859803817285,8.016016565266746,7.11991695231077,11.833720543826274,7.6450330217909,0.44492005669771323,0.7936472967654217,0.050944482807489554,0.0027428261610470406,3.8177039785595284,-0.3709835434758455,0.04094859803817285,7.65536708686321,0.0027428261610470406,-0.3606494784035359
