scene,group,set,camera_center_displacement_mean,rotation_change_deg_mean,fov_change_mean,aligned_translation_error_mean,aligned_translation_error_delta
scene0194_00,translation,selected,0.11526549988494461,3.5841285377140637,0.03737634172058595,0.14315192501995885,0.09337559872089066
scene0194_00,translation,controls,0.010116111666234048,0.8467359632910745,0.023554610585165888,0.055109478545558005,0.005333152246489815
scene0194_00,rotation,selected,0.06888578469042136,11.43262855167241,0.1586266101813287,0.10465375157758111,0.05487742527851292
scene0194_00,rotation,controls,0.014693464591308969,0.6139964112044465,0.06581971145785934,0.05666332634132514,0.006887000042256952
scene0194_00,fov,selected,0.06265103831552563,6.559389040934089,0.22610452727793068,0.07355263300081172,0.02377630670174353
scene0194_00,fov,controls,0.017454662314377124,1.1305235673386458,0.02540784958808591,0.05557892657157193,0.00580260027250374
scene0221_01,translation,selected,0.36407927458649436,4.07272222614809,0.043278930185160304,0.259396417514249,0.13835968499599885
scene0221_01,translation,controls,0.019396292681646898,1.6012614578314488,0.018941238657805726,0.13816545929520196,0.01712872677695179
scene0221_01,rotation,selected,0.14300068858861123,10.176809010452567,0.19757448098842234,0.42196572106262376,0.30092898854437355
scene0221_01,rotation,controls,0.023433549499834172,0.6384756628901886,0.0564907248307393,0.12044150747332795,-0.0005952250449222235
scene0221_01,fov,selected,0.0967104956193488,4.818890671946859,0.3501460046351885,0.28774524060125883,0.16670850808300866
scene0221_01,fov,controls,0.02579550422696285,0.9213081491098203,0.014995517910572354,0.12364447382835875,0.0026077413101085745
scene0238_00,translation,selected,0.12238377054500968,7.5791598446175374,0.03088103566080846,0.1515743780732384,0.06659543452800225
scene0238_00,translation,controls,0.010062826089476659,0.9908054574471148,0.018006301257683526,0.08443968990780461,-0.0005392536374315415
scene0238_00,rotation,selected,0.11307245089767305,18.195031399789592,0.18053715643889484,0.17080084547936714,0.08582190193413099
scene0238_00,rotation,controls,0.012058818805851301,0.7784370170271124,0.05476276191321186,0.08397992880539547,-0.0009990147398406812
scene0238_00,fov,selected,0.04285729954119601,3.755806409667113,0.22661205817953928,0.1067428943433,0.021763950798063855
scene0238_00,fov,controls,0.016250393603570158,1.1311371864812962,0.018362331539665457,0.08301267053097545,-0.0019662730142606943
scene0254_01,translation,selected,0.18871015919788026,5.44092847686267,0.032694942590305164,0.20358319770898975,0.11006749139807102
scene0254_01,translation,controls,0.010455978292823269,1.1930685564764527,0.01653821392370105,0.09285609458178179,-0.0006596117291369358
scene0254_01,rotation,selected,0.09781636234897068,12.07812768164609,0.20503337310474412,0.2210719552406328,0.12755624892971407
