scene,iteration,unit,projected_translation,measured_translation,translation_relative_error,projected_rotation,measured_rotation,rotation_relative_error,projected_fov,measured_fov,fov_relative_error
scene0540_02,3,991,2.3365809922236046e-05,2.3312557459576055e-05,0.0022790762587396205,0.00274919281116295,0.17465852200984955,0.9842596125312001,0.00018745017305874255,0.00018756654753815383,0.0006204436821955378
scene0555_00,0,120,0.02943508000629289,0.028992943465709686,0.015020735139455324,2.066094284691102,2.9563746452331543,0.3011392219783567,0.014202229246618153,0.013847620226442814,0.024968546417442117
scene0555_00,1,273,0.00013424796667987083,0.00013359010335989296,0.004900359657190259,0.003006097049458566,0.19703969359397888,0.9847436981116457,0.0015908841821043326,0.0016143083339557052,0.014510333223625249
scene0555_00,2,991,5.389380375168272e-05,5.449242235044949e-05,0.010985354897915021,0.0034060110380791223,0.1887175440788269,0.9819518049860991,0.00020801623796425236,0.00021353657939471304,0.025851970871260316
scene0555_00,3,991,4.784216178467671e-05,4.7916251787682995e-05,0.0015462395375702889,0.002868366519246223,0.15958227217197418,0.9820257821861622,0.00023903000024002918,0.00023909365700092167,0.00026624194757387463
scene0571_00,0,120,0.031917138515634505,0.03246281296014786,0.016809216292600272,1.7999110428008773,2.589951753616333,0.30504070576308107,0.02103901317134303,0.020007099956274033,0.04904760535415948
scene0571_00,1,273,8.945081603902175e-05,9.032290108734742e-05,0.009655193066510488,0.0024920787875702933,0.24126273393630981,0.9896706849544855,0.001481746947864252,0.001518011325970292,0.023889398903437244
scene0571_00,2,991,3.1708068694743716e-05,3.276607458246872e-05,0.03228967464693136,0.0021501327600028943,0.2243257611989975,0.9904151322232869,0.00013187734818756125,0.0001351164246443659,0.023972484953846976
scene0571_00,3,991,3.298298821076333e-05,3.301073593320325e-05,0.000840566611300802,0.0021116126179453075,0.21798084676265717,0.990312852485409,0.00016857387965884827,0.0001686208270257339,0.0002784197403945297
scene0582_02,0,120,0.05234611156714612,0.05105799809098244,0.024607624856936676,2.791972723515203,3.7874457836151123,0.2628349333491267,0.028826472521238686,0.02776437997817993,0.03684434653862797
scene0582_02,1,273,8.042868741075792e-05,8.08757686172612e-05,0.005527999475579111,0.001977426925623962,0.18449144065380096,0.9892817416427756,0.0012705655099746558,0.0012891091173514724,0.014384823695076475
scene0582_02,2,991,4.489479924133654e-05,4.510400685830973e-05,0.004638337734170696,0.0021118824040230705,0.15890343487262726,0.9867096491292595,0.00011120585423721069,0.00011311481648590416,0.01687632361522997
scene0582_02,3,991,4.159528014565472e-05,4.183385317446664e-05,0.00570287006116699,0.0019180338854570041,0.14443519711494446,0.9867204537137123,0.00013590192858071608,0.00013578614743892103,0.0008519462748188695
scene0593_00,0,120,0.04525663492150769,0.04521457850933075,0.0009292872139052973,2.4166634607466184,3.4589929580688477,0.3013390052994386,0.01985108551127451,0.019627822563052177,0.011246888644730748
scene0593_00,1,273,7.937546011872953e-05,7.917215407360345e-05,0.0025613211541951446,0.0025797146212884394,0.19588084518909454,0.9868301843460083,0.001387431359219772,0.0014094086363911629,0.015593261318211074
scene0593_00,2,269,0.0003358310688997814,0.00034879319719038904,0.03716278985662737,0.022360108909144513,0.216424360871315,0.8966839554515781,9.216394386397316e-05,9.305334970122203e-05,0.009558020641971457
scene0593_00,3,991,4.3425485527762253e-05,4.360489037935622e-05,0.004114328691877693,0.002276270791255481,0.21478554606437683,0.9894021230340462,0.00015951913271237966,0.00015956074639689177,0.0002608015157349596
