scene,iteration,unit,projected_translation,measured_translation,translation_relative_error,projected_rotation,measured_rotation,rotation_relative_error,projected_fov,measured_fov,fov_relative_error
scene0606_01,0,120,0.025265632418048238,0.02453743666410446,0.02882159218874717,1.8797410233961942,2.6545727252960205,0.29188565621739454,0.018551233304830845,0.01840103045105934,0.008096650573220369
scene0606_01,1,273,0.0001354345605607013,0.00013507387484423816,0.002663173380338735,0.002595693781517315,0.1554269790649414,0.9832995931778822,0.000862888560358436,0.0008667854126542807,0.004495752049993176
scene0606_01,2,273,2.3503634445267856e-05,2.2953234292799607e-05,0.02341766137275269,0.0011778960735573775,0.13912110030651093,0.9915333039275693,0.0006408593499792854,0.0006474822293967009,0.010228665925837727
scene0606_01,3,465,0.000402009894782952,0.00040195119800046086,0.00014600830291208868,0.046476860018491,0.13652227818965912,0.6595657453509197,1.2510063749190746e-05,1.2492288988141809e-05,0.0014208369681639277
scene0619_00,0,120,0.027022048097940468,0.026140060275793076,0.03263956229189803,1.8542473979621765,2.7265806198120117,0.31993670589134443,0.03800393521995564,0.03713972121477127,0.02274011888986105
scene0619_00,1,991,0.00011214524492014203,0.00012074523692717776,0.07122427539085815,0.006169975936250587,0.016785871237516403,0.6324304023933713,0.0005950623870181845,0.0006199183408170938,0.04009552897910323
scene0619_00,2,991,1.3182651274999629e-05,1.4621195077779703e-05,0.0983875664832812,0.0007004485603710962,0.022381164133548737,0.9687036582998315,8.745701293285246e-05,8.940753468777984e-05,0.021816078049112998
scene0619_00,3,991,1.0870829092980476e-05,1.1173792699992191e-05,0.027113766573808654,0.0005807955662231239,0.01958351768553257,0.9703426332516253,8.545181755620177e-05,8.536958193872124e-05,0.0009623624146606379
scene0631_01,0,120,0.037109686370987716,0.03500397130846977,0.05674300346995623,2.0399756135505815,2.536081075668335,0.1956189283053636,0.026225765873144662,0.024472907185554504,0.06683727354498713
scene0631_01,1,273,0.00016070192999071063,0.00016243706340901554,0.01068188122765957,0.004070292160876076,0.1748688966035843,0.9767237499639336,0.00041099955687608425,0.0004063446831423789,0.011325739056961477
scene0631_01,2,273,9.74405595301282e-05,9.792088530957699e-05,0.0049052434312683345,0.002135863890304403,0.16749520599842072,0.9872482088214242,0.0007181596847890976,0.0007366091012954712,0.02504641399885865
scene0631_01,3,273,2.4451070494605277e-05,2.4594795831944793e-05,0.0058437296378301045,0.0018134000758434567,0.17214204370975494,0.9894656759222575,0.0008373951938822555,0.0008374173776246607,2.6490664031995543e-05
scene0648_00,0,120,0.03842567578730778,0.036171890795230865,0.05865309967616376,3.400996023765724,4.730071544647217,0.2809842321276388,0.02764800952263316,0.026360727846622467,0.04655965106482263
scene0648_00,1,273,0.00015530536384711948,0.00015993538545444608,0.028949325967925644,0.0047943221338877864,0.29623255133628845,0.9838156809160206,0.001692060970817141,0.0017140593845397234,0.012834102436007222
scene0648_00,2,991,7.179207169101518e-05,7.29124149074778e-05,0.015365602934483484,0.007417411919738661,0.2534017860889435,0.9707286517817394,0.00039526566470241995,0.00040062746847979724,0.013383515108744155
scene0648_00,3,991,2.584646494105559e-05,2.5949208065867424e-05,0.003959393463994752,0.002545257480768822,0.29651370644569397,0.9914160545518155,0.00017254368998974973,0.00017247495998162776,0.000398333941542894
scene0663_01,0,120,0.044091771751626055,0.04296291619539261,0.025602408598874582,3.05077601204243,4.3641276359558105,0.3009425327281328,0.024650984637988416,0.024234415963292122,0.016898662703084932
scene0663_01,1,991,0.000420046796253541,0.000426601996878162,0.015366080497961652,0.02496295003875379,0.25627022981643677,0.9025912995956087,0.0010630446283960919,0.0010738368146121502,0.010050117549710075
scene0663_01,2,991,4.372869637890505e-05,4.4599837565328926e-05,0.019532384734537417,0.002711869014763627,0.20434458553791046,0.98672894117735,0.0001426683702195393,0.0001435772137483582,0.006329998368764663
scene0663_01,3,991,4.292250394221719e-05,4.325987902120687e-05,0.007798798485411607,0.0028326835000512577,0.25531020760536194,0.9889049344065796,0.0001851733036627266,0.00018513067334424704,0.0002302184906588756
