scene,frame_count_actual,iteration,delta_norm_mean,delta_norm_p95,delta_norm_max,pose_ate_rmse_aligned,pose_ate_mean_aligned,pose_ate_max_aligned,pose_are_mean_deg_aligned,pose_are_max_deg_aligned,pose_rpe_rot_mean_deg,pose_rpe_trans_mean_aligned,pose_sim3_scale,frame_count_requested,inference_time_ms,peak_cuda_memory_mb
scene0013_02,25,2,0.005400155205279589,0.011375950649380684,0.013621799647808075,0.04489064438089386,0.04175319157893965,0.07449729542854248,1.723890344493973,3.4221819423369415,1.154840190774935,0.03940305638655905,2.388933596306367,25,1400.9792832657695,8261.50146484375
scene0013_02,25,4,0.00037980597699061036,0.0007341823657043278,0.0008179928991012275,0.04495221125415938,0.04187024174359017,0.0736396761602698,1.7334531034501202,3.4132904844340217,1.1523216628265252,0.039449332046885895,2.3899196086585293,25,1400.9792832657695,8261.50146484375
scene0013_02,25,8,0.00018225183885078877,0.00040236880886368454,0.00046770955668762326,0.045053231973329055,0.04203597097059996,0.0729511508284034,1.7459844526766104,3.404377421986629,1.1490254365096264,0.0394867563668704,2.390823047956115,25,1400.9792832657695,8261.50146484375
scene0013_02,25,16,8.114451338769868e-05,0.00022028156672604382,0.000247875606874004,0.04525885460241125,0.042295257493747726,0.07369513012891347,1.7583206411883043,3.3993263109726386,1.1448663212304144,0.03955484850237485,2.3914625376981333,25,1400.9792832657695,8261.50146484375
scene0013_02,50,1,1.9525946378707886,2.2147374153137207,2.2752716541290283,0.0459880422119672,0.0418011860046854,0.09670633935268066,1.5808208034862077,3.596785478074089,0.7367804109863164,0.027982444801294065,2.395899433946605,50,3945.7552451640368,10500.89208984375
scene0013_02,50,2,0.0050496309995651245,0.01153925247490406,0.012929040938615799,0.04430426139941843,0.040755643451655506,0.08229733317868797,1.5892389918954308,3.580040791225742,0.7370770758818826,0.02714587241269372,2.403703866101106,50,3945.7552451640368,10500.89208984375
scene0013_02,50,4,0.0004049013077747077,0.0008863884722813964,0.001001077122054994,0.044389578773311254,0.04083871450639118,0.08200702335500276,1.5951941139558654,3.565876779169724,0.7387034779678757,0.027157648270136763,2.4050271330391078,50,3945.7552451640368,10500.89208984375
scene0013_02,50,8,0.00018906807235907763,0.0004406892694532871,0.0004708076303359121,0.04450104043144577,0.04095397995067632,0.08208663636731653,1.603662086070092,3.5518934082822096,0.7409890543362844,0.027181497518577645,2.406161810129039,50,3945.7552451640368,10500.89208984375
scene0013_02,50,16,8.194654219551012e-05,0.00021606156951747835,0.000241693967836909,0.04474487718187418,0.04121004632787107,0.08287615044939185,1.6134805396737923,3.541462707379408,0.7440435076541366,0.027238007476879003,2.406961719007567,50,3945.7552451640368,10500.89208984375
scene0013_02,100,1,1.9512959718704224,2.225741147994995,2.2694754600524902,0.04416801784131981,0.040219801461544205,0.09610136382517225,1.6283746708620461,3.2970729973433794,0.4988190096223585,0.019051147998766553,2.4269470260247594,100,12661.11088404432,14986.95654296875
scene0013_02,100,2,0.004942126106470823,0.011895138770341873,0.01261227298527956,0.04309280722234726,0.03990979540515792,0.08099316623784547,1.6596772937352464,3.3341041419302617,0.49963838236763997,0.018808274885812097,2.4343603259975857,100,12661.11088404432,14986.95654296875
scene0013_02,100,4,0.0004298014100641012,0.0009355995571240783,0.0009780052350834012,0.043120238475970886,0.04002642846822296,0.08073721336435774,1.6702955674713207,3.3476881479303806,0.49923356925924417,0.018790258559635887,2.4358101346267493,100,12661.11088404432,14986.95654296875
scene0013_02,100,8,0.00019313428492750973,0.0004406825464684516,0.0005256213480606675,0.043154250141003325,0.04013849244629508,0.08040131617761005,1.6820733438331297,3.367049187334217,0.4991239416232729,0.018808263415111087,2.4369414222417465,100,12661.11088404432,14986.95654296875
scene0013_02,100,16,8.113485091598704e-05,0.00021220164489932358,0.00022997174528427422,0.04330510862288928,0.04034620690544198,0.08015157714597373,1.6944869603343804,3.3893109899748994,0.4992243353289906,0.018844761811374885,2.437727873877881,100,12661.11088404432,14986.95654296875
scene0013_02,200,1,1.9501057863235474,2.2202370166778564,2.274111270904541,0.04394528435328538,0.040008111239887525,0.0924593856371739,1.6649462409943907,3.7395145637357063,0.36918965056704234,0.015260508099270598,2.438176681483251,200,44066.9772378169,23959.8974609375
scene0013_02,200,2,0.004815355874598026,0.011436904780566692,0.012345284223556519,0.043486709058914885,0.04026053856187736,0.0791043523032513,1.6974120181523642,3.729058690341909,0.3688665622562689,0.015019942659043923,2.445636512825156,200,44066.9772378169,23959.8974609375
scene0013_02,200,4,0.0003923786571249366,0.0008319873595610261,0.0009184214286506176,0.043676945976224346,0.04054123327959335,0.07890468769762486,1.71065118551899,3.711998169867396,0.36910177312835224,0.015015926882748627,2.4473084236420855,200,44066.9772378169,23959.8974609375
scene0013_02,200,8,0.0001829010434448719,0.0004160887037869543,0.0004881861386820674,0.04379709386918371,0.040717415911402134,0.07938867146689578,1.7218517035258571,3.6931599707109553,0.36957724469562897,0.01504032115778914,2.448400662823279,200,44066.9772378169,23959.8974609375
scene0013_02,200,16,7.830487447790802e-05,0.00020455314370337874,0.00024181106709875166,0.04402342961681365,0.04098269740878334,0.08067969021765693,1.7334818257897175,3.675309723329561,0.3702986667237169,0.015092230774542217,2.449186566987722,200,44066.9772378169,23959.8974609375
scene0013_02,500,1,1.9508508443832397,2.2166953086853027,2.277529716491699,0.04646175576072291,0.039906466729948575,0.3851131138259828,1.7741442473406488,7.916820126975312,0.28568108753583343,0.012588044282629794,2.4324881284492608,500,260677.47457697988,50877.36328125
scene0013_02,500,2,0.005345483776181936,0.011257622390985489,0.26445436477661133,0.0516883019343383,0.04156014789367526,0.6130094774774081,1.819958860828052,12.381260737601272,0.30549633146586247,0.013324383174012945,2.4399259978264345,500,260677.47457697988,50877.36328125
